OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,PrimeDelivery,WarehouseLocation
AMA-169100,PID-3473,Phone,Accessories,7,876.6,2026-08-01,CUST-7123,Taylor,customer139@example.com,+91-9537450080,"80 Street, City-13, State-13",2026-08-05,Cancelled,Amazon,False,West
AMA-778173,PID-8129,Laptop,Accessories,2,962.74,2026-08-02,CUST-1742,Jane,customer648@example.com,+91-7675026505,"236 Street, City-69, State-19",2026-08-06,Delivered,Amazon,True,East
AMA-648616,PID-7276,Headphones,Accessories,2,276.64,2026-08-03,CUST-8531,Chris,customer903@example.com,+91-9879676877,"430 Street, City-50, State-15",2026-08-07,Cancelled,Amazon,False,West
AMA-265471,PID-1989,Watch,Electronics,10,314.17,2026-08-06,CUST-1737,Alex,customer692@example.com,+91-7091009908,"5 Street, City-55, State-13",2026-08-10,Cancelled,Amazon,True,North
AMA-782981,PID-7531,Headphones,Electronics,3,306.42,2026-08-07,CUST-4500,John,customer158@example.com,+91-9194276870,"201 Street, City-95, State-15",2026-08-11,In Transit,Amazon,False,North
AMA-256405,PID-8516,Shoes,Fashion,7,353.22,2026-08-08,CUST-6357,Taylor,customer932@example.com,+91-8843500187,"59 Street, City-75, State-11",2026-08-12,Delivered,Amazon,False,West
AMA-909762,PID-4918,Shoes,Books,4,942.67,2026-08-10,CUST-4486,Taylor,customer977@example.com,+91-7858793665,"387 Street, City-16, State-11",2026-08-14,Cancelled,Amazon,False,West
AMA-146582,PID-2959,Phone,Books,10,554.57,2026-08-11,CUST-7047,Taylor,customer365@example.com,+91-9701717407,"406 Street, City-84, State-11",2026-08-15,Delivered,Amazon,True,North
AMA-466832,PID-9050,Shoes,Electronics,1,138.98,2026-08-12,CUST-5828,Chris,customer854@example.com,+91-8607766584,"487 Street, City-50, State-21",2026-08-16,Delivered,Amazon,True,South
AMA-606559,PID-6109,Laptop,Books,1,954.76,2026-08-14,CUST-2148,Sam,customer184@example.com,+91-7262176659,"395 Street, City-39, State-23",2026-08-18,Cancelled,Amazon,True,West
AMA-714526,PID-2786,Laptop,Accessories,9,386.2,2026-08-15,CUST-3375,John,customer561@example.com,+91-7689520751,"50 Street, City-77, State-11",2026-08-19,Delivered,Amazon,True,West
AMA-811728,PID-4159,Book,Electronics,3,933.0,2026-08-16,CUST-6699,Jane,customer748@example.com,+91-9239264694,"491 Street, City-25, State-7",2026-08-20,Cancelled,Amazon,True,West
AMA-356091,PID-4372,Headphones,Books,3,765.96,2026-08-17,CUST-9915,John,customer352@example.com,+91-9646167335,"484 Street, City-98, State-14",2026-08-21,Cancelled,Amazon,True,South
AMA-426466,PID-2577,Phone,Fashion,9,195.82,2026-08-19,CUST-4982,Alex,customer385@example.com,+91-9427448457,"54 Street, City-69, State-14",2026-08-23,Cancelled,Amazon,True,West
AMA-747720,PID-9078,Book,Electronics,3,802.03,2026-08-21,CUST-2190,Taylor,customer38@example.com,+91-7960244999,"99 Street, City-29, State-12",2026-08-25,In Transit,Amazon,True,East
AMA-148487,PID-2562,Laptop,Accessories,7,447.31,2026-08-22,CUST-2258,Jane,customer176@example.com,+91-7017058931,"210 Street, City-1, State-20",2026-08-26,In Transit,Amazon,False,North
AMA-118911,PID-3900,Headphones,Fashion,8,830.44,2026-08-24,CUST-7390,Taylor,customer270@example.com,+91-7007461762,"75 Street, City-47, State-15",2026-08-28,Cancelled,Amazon,False,North
AMA-485761,PID-7056,Phone,Accessories,6,211.82,2026-08-25,CUST-5886,Taylor,customer970@example.com,+91-7737227213,"293 Street, City-36, State-22",2026-08-29,Cancelled,Amazon,False,West
AMA-798406,PID-4401,Laptop,Books,7,534.55,2026-08-28,CUST-6816,Chris,customer223@example.com,+91-8775344150,"175 Street, City-85, State-6",2026-09-01,Cancelled,Amazon,False,North
AMA-258122,PID-3134,Laptop,Books,1,298.91,2026-08-30,CUST-6332,Jane,customer979@example.com,+91-9710554367,"415 Street, City-78, State-16",2026-09-03,Delivered,Amazon,True,South
AMA-628640,PID-5521,Headphones,Electronics,3,897.1,2026-08-31,CUST-6333,Jane,customer323@example.com,+91-7240548223,"214 Street, City-81, State-21",2026-09-04,Cancelled,Amazon,True,South
AMA-748413,PID-4055,Laptop,Accessories,4,636.27,2026-09-02,CUST-6156,John,customer711@example.com,+91-7215910329,"320 Street, City-96, State-6",2026-09-06,In Transit,Amazon,False,West
AMA-591103,PID-4182,Book,Fashion,10,635.15,2026-09-04,CUST-2639,Taylor,customer799@example.com,+91-8908663811,"198 Street, City-41, State-11",2026-09-08,In Transit,Amazon,True,East
AMA-314028,PID-9480,Watch,Books,8,344.86,2026-09-05,CUST-4905,Jane,customer618@example.com,+91-8928167805,"437 Street, City-38, State-16",2026-09-09,Delivered,Amazon,True,West
AMA-308816,PID-7572,Headphones,Fashion,5,692.03,2026-09-06,CUST-7960,Alex,customer180@example.com,+91-7233904225,"496 Street, City-42, State-1",2026-09-10,Delivered,Amazon,True,East
AMA-207576,PID-1942,Headphones,Electronics,3,845.81,2026-09-07,CUST-7499,Jane,customer689@example.com,+91-8723458390,"68 Street, City-77, State-12",2026-09-11,In Transit,Amazon,True,North
AMA-601070,PID-8533,Laptop,Accessories,6,751.31,2026-09-10,CUST-6594,Sam,customer630@example.com,+91-7772467355,"391 Street, City-46, State-24",2026-09-14,In Transit,Amazon,False,South
AMA-953041,PID-8218,Book,Books,9,661.18,2026-09-11,CUST-2241,Alex,customer949@example.com,+91-7027070177,"300 Street, City-52, State-27",2026-09-15,Cancelled,Amazon,False,East
AMA-406608,PID-4560,Headphones,Books,5,185.45,2026-09-12,CUST-4681,Taylor,customer422@example.com,+91-8838465545,"100 Street, City-34, State-5",2026-09-16,Cancelled,Amazon,True,East
AMA-882403,PID-7197,Shoes,Accessories,5,183.91,2026-09-13,CUST-2716,Taylor,customer713@example.com,+91-9340495574,"49 Street, City-16, State-25",2026-09-17,Delivered,Amazon,True,North
AMA-932915,PID-3133,Shoes,Fashion,1,869.54,2026-09-15,CUST-4209,Sam,customer399@example.com,+91-8140643171,"354 Street, City-82, State-4",2026-09-19,In Transit,Amazon,False,North
AMA-406274,PID-4296,Watch,Books,1,452.76,2026-09-17,CUST-2370,Sam,customer555@example.com,+91-8188026301,"155 Street, City-25, State-30",2026-09-21,In Transit,Amazon,False,South
AMA-532144,PID-1888,Shoes,Electronics,1,586.47,2026-09-18,CUST-9587,Taylor,customer683@example.com,+91-9302980606,"62 Street, City-5, State-30",2026-09-22,Delivered,Amazon,False,West
AMA-319353,PID-8439,Shoes,Electronics,9,824.7,2026-09-19,CUST-4225,Jane,customer785@example.com,+91-8186991580,"408 Street, City-35, State-17",2026-09-23,Cancelled,Amazon,False,East
AMA-972718,PID-5214,Laptop,Electronics,1,504.37,2026-09-20,CUST-2085,Taylor,customer235@example.com,+91-8707754793,"402 Street, City-40, State-17",2026-09-24,In Transit,Amazon,False,North
AMA-548100,PID-4025,Laptop,Fashion,1,619.96,2026-09-22,CUST-9062,John,customer509@example.com,+91-8650019463,"445 Street, City-14, State-16",2026-09-26,Cancelled,Amazon,False,East
AMA-668753,PID-6011,Phone,Fashion,5,150.71,2026-09-23,CUST-3837,John,customer856@example.com,+91-7367500389,"328 Street, City-51, State-25",2026-09-27,Cancelled,Amazon,False,South
AMA-847761,PID-6647,Shoes,Books,2,322.28,2026-09-24,CUST-5065,Jane,customer558@example.com,+91-8193827078,"388 Street, City-84, State-8",2026-09-28,Cancelled,Amazon,True,South
AMA-217090,PID-9402,Book,Fashion,10,455.41,2026-09-25,CUST-7748,Jane,customer397@example.com,+91-7301470803,"306 Street, City-35, State-2",2026-09-29,Cancelled,Amazon,False,North
AMA-127179,PID-2947,Laptop,Books,3,321.01,2026-09-26,CUST-2202,Sam,customer908@example.com,+91-7752259290,"174 Street, City-89, State-13",2026-09-30,Delivered,Amazon,False,North
AMA-474982,PID-5405,Phone,Electronics,1,450.88,2026-09-28,CUST-1333,Chris,customer392@example.com,+91-8368325805,"104 Street, City-73, State-18",2026-10-02,Delivered,Amazon,True,North
AMA-835494,PID-6437,Book,Accessories,4,423.98,2026-09-29,CUST-4978,John,customer186@example.com,+91-9821201157,"184 Street, City-84, State-7",2026-10-03,Delivered,Amazon,False,North
AMA-924438,PID-2181,Shoes,Electronics,9,724.78,2026-09-30,CUST-6272,Chris,customer431@example.com,+91-8863560728,"204 Street, City-16, State-4",2026-10-04,Cancelled,Amazon,False,North
AMA-167087,PID-1800,Watch,Electronics,4,965.63,2026-10-01,CUST-3390,Jane,customer124@example.com,+91-7622936629,"148 Street, City-48, State-17",2026-10-05,Cancelled,Amazon,True,South
AMA-262887,PID-3436,Watch,Electronics,8,102.33,2026-10-03,CUST-5627,Sam,customer183@example.com,+91-8066004995,"433 Street, City-49, State-3",2026-10-07,In Transit,Amazon,True,South
AMA-890530,PID-6338,Shoes,Accessories,3,480.91,2026-10-04,CUST-3737,Chris,customer195@example.com,+91-7650699631,"331 Street, City-47, State-19",2026-10-08,Cancelled,Amazon,False,East
AMA-451681,PID-6710,Headphones,Fashion,6,476.16,2026-10-05,CUST-4383,Alex,customer850@example.com,+91-9100679673,"433 Street, City-73, State-28",2026-10-09,Delivered,Amazon,False,East
AMA-142374,PID-8270,Phone,Fashion,10,538.03,2026-10-06,CUST-4822,Taylor,customer773@example.com,+91-7820745896,"312 Street, City-40, State-7",2026-10-10,Cancelled,Amazon,False,North
AMA-785819,PID-4234,Book,Accessories,5,848.15,2026-10-07,CUST-7117,John,customer502@example.com,+91-8839545688,"60 Street, City-29, State-10",2026-10-11,Cancelled,Amazon,True,North
AMA-916333,PID-9780,Laptop,Electronics,5,716.04,2026-10-08,CUST-9635,Taylor,customer427@example.com,+91-8755729384,"127 Street, City-90, State-9",2026-10-12,Delivered,Amazon,True,West
AMA-758170,PID-1621,Book,Electronics,7,904.12,2026-10-09,CUST-9801,Taylor,customer430@example.com,+91-7115502324,"111 Street, City-23, State-24",2026-10-13,Delivered,Amazon,True,North
AMA-897986,PID-8538,Phone,Fashion,7,545.48,2026-10-10,CUST-2898,John,customer289@example.com,+91-9262809918,"171 Street, City-10, State-3",2026-10-14,Cancelled,Amazon,True,South
AMA-371539,PID-2384,Book,Fashion,5,673.56,2026-10-11,CUST-3230,Taylor,customer343@example.com,+91-7779163226,"275 Street, City-18, State-12",2026-10-15,Delivered,Amazon,True,East
AMA-859461,PID-8565,Headphones,Electronics,2,560.49,2026-10-12,CUST-2912,Sam,customer484@example.com,+91-7435217142,"275 Street, City-68, State-27",2026-10-16,In Transit,Amazon,True,South
AMA-766758,PID-3090,Book,Accessories,3,463.11,2026-10-13,CUST-9749,Chris,customer162@example.com,+91-8910323044,"65 Street, City-69, State-12",2026-10-17,Delivered,Amazon,False,East
AMA-948099,PID-7053,Phone,Books,3,852.5,2026-10-14,CUST-2314,Taylor,customer166@example.com,+91-9011756520,"85 Street, City-25, State-12",2026-10-18,In Transit,Amazon,False,North
AMA-536002,PID-2149,Watch,Accessories,1,810.29,2026-10-15,CUST-1274,Alex,customer247@example.com,+91-9349337085,"442 Street, City-6, State-21",2026-10-19,Delivered,Amazon,True,South
AMA-577772,PID-7304,Shoes,Fashion,6,905.65,2026-10-16,CUST-8001,Taylor,customer536@example.com,+91-8586473254,"81 Street, City-51, State-6",2026-10-20,In Transit,Amazon,False,West
AMA-275784,PID-8013,Book,Books,6,268.84,2026-10-17,CUST-5148,Chris,customer923@example.com,+91-7727104990,"79 Street, City-96, State-16",2026-10-21,Cancelled,Amazon,False,South
AMA-254011,PID-2490,Shoes,Books,3,724.95,2026-10-18,CUST-8454,Jane,customer765@example.com,+91-9654031301,"125 Street, City-72, State-6",2026-10-22,Delivered,Amazon,True,South
AMA-412983,PID-2903,Shoes,Books,2,394.79,2026-10-19,CUST-5971,John,customer856@example.com,+91-8539408563,"498 Street, City-51, State-17",2026-10-23,Delivered,Amazon,False,West
AMA-307237,PID-7649,Laptop,Books,7,386.73,2026-10-20,CUST-2747,Taylor,customer463@example.com,+91-9722391225,"417 Street, City-60, State-12",2026-10-24,Cancelled,Amazon,True,South
AMA-810264,PID-3154,Headphones,Fashion,9,217.62,2026-10-21,CUST-5163,Alex,customer77@example.com,+91-7692593335,"289 Street, City-42, State-9",2026-10-25,Delivered,Amazon,True,North
AMA-304528,PID-9435,Phone,Accessories,4,183.14,2026-10-22,CUST-3887,John,customer902@example.com,+91-7204174875,"65 Street, City-26, State-7",2026-10-26,Cancelled,Amazon,True,West
AMA-862737,PID-4460,Headphones,Electronics,9,623.52,2026-10-23,CUST-9880,Taylor,customer734@example.com,+91-8278601343,"212 Street, City-41, State-3",2026-10-27,Cancelled,Amazon,False,South
AMA-764330,PID-6415,Watch,Electronics,3,883.47,2026-10-25,CUST-6596,John,customer614@example.com,+91-9764189750,"203 Street, City-98, State-4",2026-10-29,Cancelled,Amazon,True,East
AMA-375552,PID-5479,Laptop,Electronics,4,536.57,2026-10-28,CUST-7728,Alex,customer811@example.com,+91-8915022807,"218 Street, City-13, State-13",2026-11-01,Cancelled,Amazon,False,East
AMA-128892,PID-8482,Headphones,Accessories,10,928.55,2026-10-29,CUST-5753,Alex,customer60@example.com,+91-7331083939,"283 Street, City-99, State-16",2026-11-02,In Transit,Amazon,True,East
AMA-221956,PID-1091,Phone,Accessories,9,879.35,2026-10-30,CUST-1096,Taylor,customer285@example.com,+91-7023598958,"435 Street, City-67, State-20",2026-11-03,Delivered,Amazon,True,West
AMA-874764,PID-1316,Headphones,Books,2,553.8,2026-10-31,CUST-5834,Alex,customer377@example.com,+91-9677628718,"235 Street, City-32, State-26",2026-11-04,In Transit,Amazon,False,North
AMA-671507,PID-9052,Shoes,Fashion,9,495.57,2026-11-01,CUST-7429,Jane,customer869@example.com,+91-8701500608,"125 Street, City-51, State-6",2026-11-05,In Transit,Amazon,False,South
AMA-998539,PID-7875,Laptop,Fashion,5,668.41,2026-11-02,CUST-6764,Chris,customer426@example.com,+91-7024338199,"316 Street, City-6, State-12",2026-11-06,Cancelled,Amazon,False,East
AMA-941451,PID-3849,Laptop,Fashion,5,791.1,2026-11-04,CUST-7275,Sam,customer478@example.com,+91-8960691126,"27 Street, City-12, State-27",2026-11-08,Delivered,Amazon,True,West
AMA-646819,PID-8426,Book,Fashion,2,919.22,2026-11-05,CUST-7282,Taylor,customer109@example.com,+91-7435416033,"136 Street, City-33, State-1",2026-11-09,Cancelled,Amazon,True,North
AMA-230401,PID-9684,Watch,Accessories,1,360.12,2026-11-08,CUST-2980,Sam,customer474@example.com,+91-9149147154,"222 Street, City-89, State-24",2026-11-12,In Transit,Amazon,False,East
AMA-525675,PID-4734,Shoes,Books,1,369.58,2026-11-09,CUST-7805,Jane,customer184@example.com,+91-9181199937,"159 Street, City-38, State-9",2026-11-13,In Transit,Amazon,False,West
AMA-734036,PID-4712,Headphones,Fashion,1,298.25,2026-11-11,CUST-3409,Chris,customer101@example.com,+91-7556373373,"377 Street, City-58, State-21",2026-11-15,Delivered,Amazon,True,North
AMA-137557,PID-3762,Shoes,Fashion,7,771.21,2026-11-12,CUST-8555,John,customer982@example.com,+91-9221674717,"59 Street, City-35, State-1",2026-11-16,Cancelled,Amazon,True,East
AMA-740207,PID-5753,Shoes,Fashion,3,382.46,2026-11-13,CUST-3338,Taylor,customer166@example.com,+91-9164983331,"475 Street, City-65, State-29",2026-11-17,In Transit,Amazon,False,East
AMA-715023,PID-7786,Shoes,Fashion,10,358.23,2026-11-14,CUST-5383,John,customer919@example.com,+91-9909390382,"94 Street, City-36, State-26",2026-11-18,In Transit,Amazon,True,East
AMA-339763,PID-1354,Shoes,Fashion,10,171.41,2026-11-15,CUST-7052,Taylor,customer305@example.com,+91-7005006039,"467 Street, City-72, State-1",2026-11-19,Delivered,Amazon,False,South
AMA-601162,PID-6800,Laptop,Electronics,2,412.24,2026-11-16,CUST-8473,Taylor,customer401@example.com,+91-9592570009,"351 Street, City-21, State-22",2026-11-20,Cancelled,Amazon,False,West
AMA-481297,PID-1786,Watch,Electronics,9,137.22,2026-11-17,CUST-8142,Taylor,customer89@example.com,+91-9590265702,"340 Street, City-58, State-20",2026-11-21,In Transit,Amazon,False,West
AMA-771817,PID-6227,Phone,Electronics,5,401.94,2026-11-19,CUST-6945,Jane,customer675@example.com,+91-8779954079,"383 Street, City-35, State-3",2026-11-23,Cancelled,Amazon,False,West
AMA-900275,PID-8194,Shoes,Books,8,853.4,2026-11-20,CUST-2708,Alex,customer929@example.com,+91-8254387879,"114 Street, City-82, State-18",2026-11-24,Cancelled,Amazon,False,North
AMA-340112,PID-4243,Phone,Fashion,3,531.64,2026-11-21,CUST-2782,Chris,customer551@example.com,+91-9828362552,"488 Street, City-6, State-20",2026-11-25,In Transit,Amazon,True,South
AMA-682513,PID-5598,Shoes,Accessories,7,804.74,2026-11-23,CUST-2669,Chris,customer185@example.com,+91-7583409405,"189 Street, City-46, State-29",2026-11-27,In Transit,Amazon,True,South
AMA-100337,PID-1990,Book,Books,3,368.04,2026-11-24,CUST-6902,Taylor,customer660@example.com,+91-9301726810,"421 Street, City-21, State-11",2026-11-28,In Transit,Amazon,False,North
AMA-546092,PID-8234,Shoes,Books,9,622.6,2026-11-25,CUST-9634,Chris,customer625@example.com,+91-8564073435,"189 Street, City-69, State-6",2026-11-29,Cancelled,Amazon,True,North
AMA-119007,PID-6300,Book,Books,4,920.95,2026-11-27,CUST-2001,Alex,customer657@example.com,+91-7171700669,"392 Street, City-26, State-27",2026-12-01,In Transit,Amazon,True,North
AMA-333470,PID-4217,Watch,Accessories,7,579.39,2026-11-28,CUST-5646,John,customer96@example.com,+91-8769033673,"274 Street, City-95, State-21",2026-12-02,Cancelled,Amazon,False,South
AMA-663453,PID-3525,Phone,Accessories,6,945.93,2026-11-30,CUST-7375,Sam,customer435@example.com,+91-7231770548,"155 Street, City-22, State-12",2026-12-04,Cancelled,Amazon,True,East
AMA-535878,PID-9071,Book,Fashion,1,697.79,2026-12-02,CUST-2181,Alex,customer802@example.com,+91-8629228739,"274 Street, City-94, State-12",2026-12-06,In Transit,Amazon,True,East
AMA-900457,PID-1351,Phone,Accessories,5,960.3,2026-12-03,CUST-8472,Sam,customer335@example.com,+91-9220102314,"215 Street, City-12, State-9",2026-12-07,In Transit,Amazon,True,North
AMA-361638,PID-4175,Phone,Accessories,4,135.09,2026-12-05,CUST-3096,Taylor,customer827@example.com,+91-7430141594,"123 Street, City-12, State-22",2026-12-09,Cancelled,Amazon,False,East
AMA-750523,PID-4996,Watch,Accessories,8,249.1,2026-12-06,CUST-1315,Taylor,customer691@example.com,+91-8390950221,"450 Street, City-2, State-23",2026-12-10,In Transit,Amazon,True,West
AMA-575879,PID-6509,Phone,Electronics,4,167.4,2026-12-08,CUST-1815,Jane,customer550@example.com,+91-8563132192,"138 Street, City-65, State-20",2026-12-12,Delivered,Amazon,True,East
AMA-721952,PID-8812,Watch,Fashion,2,272.67,2026-12-09,CUST-4393,Sam,customer297@example.com,+91-9240517104,"65 Street, City-98, State-30",2026-12-13,Cancelled,Amazon,False,East
AMA-920088,PID-2442,Watch,Books,2,259.66,2026-12-10,CUST-7432,John,customer380@example.com,+91-9878986454,"83 Street, City-6, State-4",2026-12-14,In Transit,Amazon,False,East
AMA-957940,PID-8890,Phone,Fashion,5,229.99,2026-12-11,CUST-3401,John,customer409@example.com,+91-7844556556,"487 Street, City-3, State-6",2026-12-15,In Transit,Amazon,False,East
AMA-302972,PID-2854,Shoes,Accessories,9,707.47,2026-12-14,CUST-7145,Alex,customer973@example.com,+91-9134679780,"380 Street, City-27, State-23",2026-12-18,Delivered,Amazon,True,North
AMA-380784,PID-9391,Shoes,Fashion,9,615.11,2026-12-15,CUST-7295,Chris,customer556@example.com,+91-7481551009,"485 Street, City-58, State-13",2026-12-19,Cancelled,Amazon,True,East
AMA-297851,PID-7478,Book,Fashion,10,927.97,2026-12-16,CUST-4919,Jane,customer917@example.com,+91-8444314209,"346 Street, City-35, State-19",2026-12-20,Delivered,Amazon,True,South
AMA-583245,PID-7603,Shoes,Fashion,10,587.25,2026-12-17,CUST-5276,Taylor,customer743@example.com,+91-8073823250,"303 Street, City-24, State-11",2026-12-21,In Transit,Amazon,False,East
AMA-561354,PID-7505,Shoes,Books,2,497.57,2026-12-19,CUST-3400,Sam,customer104@example.com,+91-9284330501,"169 Street, City-80, State-14",2026-12-23,Cancelled,Amazon,True,West
AMA-982206,PID-6381,Book,Fashion,5,951.61,2026-12-20,CUST-7109,Sam,customer26@example.com,+91-7360404419,"229 Street, City-79, State-15",2026-12-24,Delivered,Amazon,True,South
AMA-760359,PID-9163,Book,Electronics,4,277.4,2026-12-22,CUST-2433,John,customer910@example.com,+91-9194542091,"188 Street, City-65, State-30",2026-12-26,Cancelled,Amazon,True,East
AMA-552519,PID-7890,Watch,Books,3,579.87,2026-12-23,CUST-8844,Jane,customer787@example.com,+91-8144101181,"410 Street, City-89, State-19",2026-12-27,Delivered,Amazon,False,South
AMA-812438,PID-3978,Laptop,Electronics,9,262.62,2026-12-24,CUST-8489,Taylor,customer365@example.com,+91-8976856300,"495 Street, City-46, State-16",2026-12-28,Delivered,Amazon,False,South
AMA-335877,PID-9986,Phone,Books,1,316.32,2026-12-25,CUST-8775,John,customer157@example.com,+91-8423503870,"27 Street, City-92, State-20",2026-12-29,In Transit,Amazon,True,North
AMA-975147,PID-6149,Watch,Books,1,461.59,2026-12-26,CUST-6805,Alex,customer569@example.com,+91-9194524178,"484 Street, City-35, State-20",2026-12-30,Cancelled,Amazon,False,West
AMA-151423,PID-9126,Shoes,Accessories,8,685.87,2026-12-27,CUST-3996,Sam,customer753@example.com,+91-8073758044,"76 Street, City-13, State-2",2026-12-31,Cancelled,Amazon,True,South
AMA-216718,PID-9420,Book,Accessories,4,716.59,2026-12-28,CUST-5456,Taylor,customer691@example.com,+91-9404832323,"390 Street, City-28, State-4",2027-01-01,In Transit,Amazon,False,South
AMA-798100,PID-3752,Headphones,Fashion,10,670.94,2026-12-30,CUST-6159,Alex,customer521@example.com,+91-8348529246,"425 Street, City-10, State-7",2027-01-03,Cancelled,Amazon,True,South
AMA-929183,PID-5147,Shoes,Fashion,10,411.38,2026-12-31,CUST-4787,Alex,customer451@example.com,+91-9086832716,"384 Street, City-20, State-14",2027-01-04,Delivered,Amazon,False,West
AMA-806195,PID-2599,Book,Accessories,5,812.7,2027-01-01,CUST-2974,John,customer564@example.com,+91-8596809991,"15 Street, City-84, State-26",2027-01-05,Cancelled,Amazon,True,South
AMA-397947,PID-3070,Shoes,Accessories,10,674.1,2027-01-03,CUST-2842,Alex,customer183@example.com,+91-9353056623,"270 Street, City-95, State-4",2027-01-07,Delivered,Amazon,True,North
AMA-888293,PID-6836,Phone,Accessories,5,705.86,2027-01-04,CUST-7173,Chris,customer309@example.com,+91-7169461960,"406 Street, City-49, State-29",2027-01-08,In Transit,Amazon,False,East
AMA-401265,PID-1528,Phone,Accessories,6,896.48,2027-01-05,CUST-9719,Jane,customer778@example.com,+91-9679247334,"223 Street, City-21, State-24",2027-01-09,In Transit,Amazon,True,South
AMA-786096,PID-3825,Phone,Fashion,8,700.08,2027-01-06,CUST-4717,John,customer877@example.com,+91-8632388358,"441 Street, City-43, State-2",2027-01-10,Cancelled,Amazon,True,North
AMA-900658,PID-6593,Phone,Books,5,101.51,2027-01-07,CUST-5594,Sam,customer399@example.com,+91-8242605031,"482 Street, City-65, State-5",2027-01-11,Cancelled,Amazon,False,East
AMA-901592,PID-1191,Book,Books,10,814.15,2027-01-08,CUST-7817,Sam,customer939@example.com,+91-9196212530,"183 Street, City-16, State-8",2027-01-12,Delivered,Amazon,True,West
AMA-196772,PID-9791,Watch,Fashion,1,211.23,2027-01-09,CUST-9279,Sam,customer77@example.com,+91-7616045234,"210 Street, City-79, State-10",2027-01-13,Delivered,Amazon,False,East
AMA-474295,PID-1820,Book,Books,4,780.89,2027-01-10,CUST-7537,Alex,customer885@example.com,+91-8941853052,"90 Street, City-52, State-11",2027-01-14,Delivered,Amazon,False,North
AMA-164867,PID-3007,Laptop,Fashion,1,713.73,2027-01-11,CUST-3140,Chris,customer68@example.com,+91-9973874668,"79 Street, City-49, State-10",2027-01-15,Delivered,Amazon,True,South
AMA-799653,PID-5755,Watch,Books,5,155.13,2027-01-12,CUST-9940,Chris,customer432@example.com,+91-7338232150,"411 Street, City-30, State-30",2027-01-16,Delivered,Amazon,False,East
AMA-839917,PID-5907,Laptop,Fashion,3,509.23,2027-01-15,CUST-7382,John,customer979@example.com,+91-8306876875,"398 Street, City-94, State-30",2027-01-19,In Transit,Amazon,True,North
AMA-944120,PID-6042,Shoes,Electronics,5,234.29,2027-01-16,CUST-9918,Alex,customer921@example.com,+91-7366648088,"265 Street, City-14, State-25",2027-01-20,Cancelled,Amazon,True,East
AMA-599024,PID-6561,Laptop,Books,7,621.67,2027-01-18,CUST-7391,Jane,customer172@example.com,+91-9509437779,"55 Street, City-75, State-18",2027-01-22,Cancelled,Amazon,True,South
AMA-927324,PID-3565,Book,Fashion,6,398.38,2027-01-19,CUST-5233,Taylor,customer576@example.com,+91-8048193238,"354 Street, City-48, State-25",2027-01-23,Delivered,Amazon,True,South
AMA-313850,PID-3664,Book,Fashion,10,246.57,2027-01-20,CUST-5429,John,customer943@example.com,+91-7233374689,"67 Street, City-69, State-27",2027-01-24,In Transit,Amazon,True,North
AMA-438057,PID-1053,Shoes,Electronics,8,180.98,2027-01-22,CUST-4113,John,customer872@example.com,+91-8173264803,"486 Street, City-66, State-26",2027-01-26,In Transit,Amazon,False,North
AMA-240937,PID-8519,Watch,Fashion,10,101.95,2027-01-23,CUST-1330,John,customer125@example.com,+91-9553436408,"74 Street, City-10, State-16",2027-01-27,In Transit,Amazon,False,South
AMA-172011,PID-3552,Laptop,Accessories,8,420.5,2027-01-25,CUST-7841,John,customer69@example.com,+91-8839622206,"300 Street, City-33, State-15",2027-01-29,In Transit,Amazon,False,West
AMA-888338,PID-5882,Book,Electronics,2,401.51,2027-01-26,CUST-3728,Taylor,customer13@example.com,+91-8993213302,"403 Street, City-86, State-14",2027-01-30,Delivered,Amazon,True,North
AMA-901202,PID-1773,Book,Electronics,4,786.75,2027-01-29,CUST-4104,Chris,customer555@example.com,+91-7557701264,"259 Street, City-83, State-18",2027-02-02,Delivered,Amazon,True,South
AMA-278456,PID-6827,Shoes,Books,1,781.66,2027-02-02,CUST-6907,Taylor,customer136@example.com,+91-9140266844,"458 Street, City-24, State-1",2027-02-06,Delivered,Amazon,True,South
AMA-694910,PID-7004,Phone,Accessories,2,341.74,2027-02-03,CUST-4363,Taylor,customer851@example.com,+91-7485171873,"131 Street, City-94, State-7",2027-02-07,In Transit,Amazon,True,South
AMA-370901,PID-9275,Watch,Accessories,2,632.43,2027-02-04,CUST-8714,Sam,customer691@example.com,+91-8379430336,"497 Street, City-26, State-21",2027-02-08,Cancelled,Amazon,False,North
AMA-494368,PID-9284,Phone,Accessories,4,480.39,2027-02-07,CUST-6909,Sam,customer417@example.com,+91-9852393386,"458 Street, City-65, State-17",2027-02-11,Cancelled,Amazon,False,West
AMA-490982,PID-4666,Headphones,Electronics,9,770.3,2027-02-08,CUST-8561,Taylor,customer810@example.com,+91-8327074420,"105 Street, City-100, State-16",2027-02-12,Cancelled,Amazon,False,East
AMA-381940,PID-3889,Laptop,Fashion,5,839.05,2027-02-09,CUST-3757,John,customer590@example.com,+91-7704529827,"195 Street, City-78, State-5",2027-02-13,Delivered,Amazon,True,West
